FID,Northing,Easting,LS_Pos,SMU,Measured,SSURGO_RV,ArcSIE_SSU,SS_Manual,SDM,OSD,twi_5m,slope_5m,mrvbf_5m,mrrtf_5m,aachn_5m,twi_10m,slope_10m,mrvbf_10m,mrrtf_10m,aachn_10m,elev10m,elev_5m,twi_30m,slope_30m,mrvbf_30m,mrrtf_30m,aachn_30m,elev_30m,twi_90m,slope_90m,mrvbf_90m,mrrtf_90m,aachn_90m,elev_90m
61,4256946.379999999900000,526297.510000000010000,RT,GID3,182.000000000000000,74.000000000000000,150.730362000000010,71.000000000000000,80.000000000000000,76.000000000000000,6.8579001,8.3291998,0.0407000,2.2658999,4.1327000,7.8551998,8.4002800,0.2072000,0.6855000,5.9679999,197.3049927,197.1970062,10.8128004,7.5976300,0.5166000,0.3378000,13.8771000,195.8769989,12.3304996,7.5171800,0.7601000,0.1320000,20.8530006,195.8769989
62,4256931.280000000300000,526293.979999999980000,RT,GID3,170.000000000000000,74.000000000000000,183.233535999999990,134.000000000000000,111.000000000000000,102.000000000000000,7.1830001,6.8506999,0.0200000,2.5676999,4.3920002,7.9840999,7.4571199,0.1647000,1.1467000,5.5632000,197.0700073,197.3329926,10.0718002,8.2450504,0.2502000,0.6440000,13.6367998,196.4539948,12.3304996,7.5171800,0.7601000,0.1320000,20.8530006,195.8769989
63,4257081.268000000200000,526474.361999999960000,SS,GoF/GID3,86.000000000000000,86.000000000000000,92.086348999999998,109.000000000000000,125.000000000000000,105.000000000000000,7.3218999,19.1075993,0.0705000,0.1082000,10.5506001,7.9671998,19.7705002,0.0107000,0.0038000,10.8649998,188.6439972,188.0509949,8.8550997,28.2224007,0.0011000,0.0002000,11.0151997,186.7790070,12.5974998,6.1308498,2.5580001,0.0212000,8.3170996,186.8090057
64,4256175.696999999700000,530018.444999999950000,SS,WppD2/AcmF,105.000000000000000,137.000000000000000,92.687591999999995,134.000000000000000,111.000000000000000,102.000000000000000,8.0951004,14.3064003,0.1359000,0.0738000,20.1315994,8.3247995,21.2754002,0.0016000,0.0009000,19.9480991,202.1439972,202.6100006,8.9823999,25.3029003,0.0003000,0.0027000,20.9972992,202.9819946,10.9825001,15.5278997,0.0589000,0.1538000,27.2140999,203.9669952
65,4256742.360000000300000,530687.312999999970000,SS,AcmF,63.000000000000000,61.000000000000000,92.841628999999998,122.000000000000000,77.000000000000000,77.000000000000000,7.3231001,15.8610001,0.0520000,0.2117000,4.0060000,8.3386002,15.1068001,0.0746000,0.0808000,3.9219000,201.9550018,201.8560028,10.8132000,13.6316004,0.0623000,0.2502000,12.5384998,202.6849976,11.6821003,10.4898996,0.6659000,0.1207000,8.2751999,198.1999969
66,4257816.645999999700000,530893.687999999970000,SS,AgrC2,160.000000000000000,64.000000000000000,102.280258000000000,229.000000000000000,229.000000000000000,229.000000000000000,8.2929001,7.0114999,0.2465000,5.5794001,2.1633000,8.9799995,7.2620602,0.7501000,0.1617000,3.6314001,220.0890045,220.0850067,10.1705999,6.5358300,0.5815000,3.6754999,10.3530998,220.5769958,12.2896996,1.5153500,6.6079998,4.4421000,33.5287018,222.2359924
67,4257776.581000000200000,532730.388000000040000,SS,AcmF,104.000000000000000,137.000000000000000,93.562561000000002,122.000000000000000,77.000000000000000,77.000000000000000,8.1239996,11.7537003,0.1130000,0.0987000,3.2543001,8.7007999,12.7307997,0.3688000,0.0799000,3.9574001,237.0290070,236.8990021,9.8288002,13.7441998,0.1627000,0.1206000,11.6574001,236.5299988,12.6834002,5.4191899,0.9493000,0.0045000,33.1632996,232.7039948
68,4258610.355999999700000,531125.417000000020000,SS,WhfC3/AgrC2,101.000000000000000,127.000000000000000,92.027184000000005,109.000000000000000,125.000000000000000,105.000000000000000,8.3158998,20.6564999,0.0782000,0.0856000,4.7958002,8.9651003,20.2905006,0.0297000,0.0011000,11.0717001,208.5330048,207.8650055,11.1821003,16.6765003,0.4709000,0.0006000,19.5723991,206.8289948,12.7516003,13.6630001,0.1847000,0.2108000,30.5308990,211.2819977
69,4256589.848000000200000,529135.760000000010000,SS,WpmD3,140.000000000000000,127.000000000000000,92.756232999999995,134.000000000000000,111.000000000000000,102.000000000000000,7.3241000,17.1142006,0.0652000,0.1339000,4.0713000,8.1147003,16.3332005,0.0305000,0.0539000,4.4815998,173.8730011,174.2149963,9.4735003,16.5298004,0.0277000,0.0240000,3.8359001,172.1649933,13.4315004,10.0541000,0.9303000,0.0075000,1.0230000,168.1100006
70,4257728.015999999800000,528891.123000000020000,SS,WppD2,80.000000000000000,137.000000000000000,92.206337000000005,134.000000000000000,111.000000000000000,102.000000000000000,7.3740001,13.2874002,0.1426000,0.0754000,3.6338999,8.0422001,13.6115999,0.5476000,0.0361000,4.5544000,193.2949982,193.1519928,11.9623003,9.3437901,0.8368000,0.0463000,17.9923000,191.4320068,11.2600002,15.5523005,0.2550000,0.0277000,30.8913002,193.8619995
71,4258008.474000000400000,528708.560000000060000,SS,AcmF,70.000000000000000,61.000000000000000,92.875397000000007,122.000000000000000,77.000000000000000,77.000000000000000,7.4059000,13.6844997,0.0764000,1.1313000,9.2192001,8.2863998,12.4510002,0.1837000,0.2299000,9.4078999,174.2220001,173.9750061,9.5972996,13.9661999,0.0300000,0.1639000,9.7110996,174.2220001,15.1028004,10.4832001,0.7218000,0.0330000,8.5407000,168.0980072
72,4258579.975999999800000,528658.288999999990000,SS,WppD2,105.000000000000000,137.000000000000000,92.977988999999994,134.000000000000000,111.000000000000000,102.000000000000000,7.3120999,14.0615997,0.0780000,0.1859000,10.5323000,8.1756001,13.6969995,0.1820000,0.0962000,12.6085997,176.0030060,176.2449951,9.4497004,16.3262997,0.0163000,0.0826000,13.2714996,176.2250061,11.0846004,14.8621998,0.0235000,0.5080000,15.4279003,176.2250061
73,4258831.330000000100000,527835.432999999960000,SS,AcmF,118.000000000000000,61.000000000000000,69.565308000000002,122.000000000000000,77.000000000000000,77.000000000000000,7.4482002,32.3638000,0.0171000,0.0600000,1.0880001,8.0997000,26.9683990,0.0004000,0.0001000,2.3283999,166.9250031,167.1069946,9.2919998,22.8680992,0.0260000,0.0001000,4.6479998,168.5489960,14.8133001,5.9497800,0.9162000,0.0123000,7.7497001,165.3139954
74,4260893.643000000200000,530680.989999999990000,SS,WppD2,126.000000000000000,137.000000000000000,93.647743000000006,134.000000000000000,111.000000000000000,102.000000000000000,7.8842001,12.7382002,0.1258000,0.0871000,10.1863003,8.6836996,12.6894999,0.5372000,0.0447000,21.3941994,231.6300049,231.6580048,9.9104004,12.7755003,0.4416000,0.0883000,38.6435013,230.8520050,11.6500998,9.6374903,0.1532000,0.7618000,42.7729988,231.0749969
75,4261076.206000000200000,530919.114999999990000,SS,WppD2,60.000000000000000,137.000000000000000,92.483017000000004,134.000000000000000,111.000000000000000,102.000000000000000,7.7360001,18.0937004,0.0956000,0.0900000,17.3568993,8.4726000,17.1933002,0.0924000,0.0114000,21.7621002,231.3979950,230.9349976,9.7182999,19.1588993,0.0238000,0.0019000,32.7839012,229.8159943,11.0085001,13.4771996,0.0347000,0.5976000,44.2391014,234.7830048
76,4260708.434000000400000,530903.239999999990000,SS,AcmF,83.000000000000000,61.000000000000000,91.358063000000001,122.000000000000000,77.000000000000000,77.000000000000000,6.7349000,24.7367992,0.0251000,0.1429000,4.0799999,7.6599998,22.4783001,0.0013000,0.0021000,4.2916999,195.4850006,196.1589966,9.3871002,18.9487000,0.0130000,0.0089000,7.3913002,195.6410065,11.4604998,15.9799004,0.2114000,0.0021000,14.5522003,203.1600037
77,4262681.196999999700000,530272.407000000010000,SS,AgrC2/WppD2,120.000000000000000,64.000000000000000,95.442093000000000,134.000000000000000,111.000000000000000,102.000000000000000,8.1300001,11.1154003,0.0913000,0.1763000,11.4130001,8.6970997,12.1091003,0.1697000,0.1942000,14.2358999,224.0099945,223.8209991,9.9090004,14.6241999,0.1705000,0.0624000,16.5429993,222.9219971,11.4771004,12.3044004,0.0408000,0.5726000,31.1963997,223.1269989
78,4261629.930999999900000,529448.074999999950000,SS,AcmF,140.000000000000000,61.000000000000000,69.046631000000005,122.000000000000000,77.000000000000000,77.000000000000000,7.2261000,24.0270004,0.0375000,0.1075000,1.3164999,9.6111002,22.0007000,0.0067000,0.0025000,0.8907000,186.4859924,187.2559967,10.8873997,22.0720997,0.0030000,0.0013000,12.5707998,189.7630005,11.9162998,18.8311996,0.0231000,0.0200000,13.2535000,189.7630005
79,4262349.599000000400000,528527.322999999970000,SS,AcmF,110.000000000000000,61.000000000000000,91.988297000000003,122.000000000000000,77.000000000000000,77.000000000000000,6.9822998,25.3318996,0.0273000,0.1207000,9.3223000,7.7233000,24.7518005,0.0006000,0.0007000,8.7615004,192.1920013,192.9140015,9.3312998,19.8831997,0.0098000,0.0157000,9.4400997,192.4100037,13.5132999,12.6696997,0.2627000,0.2877000,20.2392998,198.3119965
80,4261428.133000000400000,528222.873999999950000,SS,AcmF,97.000000000000000,61.000000000000000,69.485123000000002,122.000000000000000,77.000000000000000,77.000000000000000,7.4362001,23.3511009,0.0910000,0.0571000,0.7657000,8.3037996,20.0799999,0.0257000,0.0038000,1.1086000,168.5709991,168.1860046,10.1363001,13.4245996,0.3348000,0.1028000,2.0127001,168.5709991,12.1967001,10.7652998,0.8075000,0.0409000,7.1036000,174.2760010
81,4261089.701999999600000,527377.756000000050000,SS,GoF,112.000000000000000,86.000000000000000,84.939605999999998,71.000000000000000,80.000000000000000,76.000000000000000,7.8706999,14.2656002,0.0915000,0.1066000,1.4122000,8.4534998,17.8335991,0.0299000,0.0099000,1.8487999,172.0789948,172.5899963,9.0757999,27.8747005,0.0002000,0.0004000,6.1293001,175.0619965,12.0450001,13.5723000,0.5757000,0.0064000,8.2222996,175.0619965
82,4261229.930999999900000,526917.381000000050000,SS,GoF/GID3,90.000000000000000,86.000000000000000,92.928077999999999,71.000000000000000,80.000000000000000,76.000000000000000,7.6501002,14.0003996,0.0637000,0.2114000,7.5358000,8.2175999,16.7614994,0.0255000,0.0421000,7.1813998,187.8359985,188.2769928,9.3304005,21.4843998,0.0363000,0.0060000,7.8276000,185.3699951,15.3333998,1.2206800,3.3836999,0.0115000,4.9404001,176.4340057
83,4257904.225999999800000,524113.632999999970000,SS,GID3,80.000000000000000,74.000000000000000,88.477371000000005,71.000000000000000,80.000000000000000,76.000000000000000,7.8729000,13.3178997,0.0956000,0.1529000,2.3887000,8.2393999,14.5024004,0.1698000,0.1064000,2.2386000,153.0500031,153.5039978,13.1626997,10.1976995,0.4047000,0.3423000,1.7707000,151.6660004,16.2621994,3.6018000,6.9650998,0.0374000,0.0166000,149.5769958
84,4257319.495000000100000,523468.048000000010000,SS,GID3,86.000000000000000,74.000000000000000,96.465096000000003,71.000000000000000,80.000000000000000,76.000000000000000,7.5482998,10.9130001,0.1046000,0.5561000,7.5812998,8.4961996,10.7431002,0.4492000,0.2024000,9.1293001,170.1790009,170.0370026,9.7618999,9.4188900,0.1367000,0.7189000,16.4927006,171.2310028,11.3621998,5.8255401,0.0466000,0.8858000,24.8659992,174.1739960
85,4258555.642000000000000,523715.723999999990000,SS,GID3,85.000000000000000,74.000000000000000,94.128585999999999,71.000000000000000,80.000000000000000,76.000000000000000,8.1668997,12.5858002,0.1008000,0.1784000,9.5031996,8.8788004,11.6297998,0.3979000,0.1308000,10.5227003,163.2779999,162.9190063,9.8664999,11.8569002,0.1242000,0.4929000,9.4091997,161.8260040,11.5459003,8.9407301,0.0686000,0.8915000,14.1343002,165.5980072
86,4258975.912999999700000,523405.628000000030000,SS,GID3,70.000000000000000,74.000000000000000,92.351546999999997,71.000000000000000,80.000000000000000,76.000000000000000,7.7669001,18.2486000,0.0954000,0.0900000,11.6229000,8.5745001,17.4151001,0.0678000,0.0190000,12.2158003,181.8820038,181.2660065,9.7233000,15.4410000,0.0208000,0.1768000,17.5016003,182.4279938,12.1802998,12.1008997,0.4388000,0.1279000,21.8152008,177.1519928
87,4259346.211000000100000,523633.521000000010000,SS,ZnC2,110.000000000000000,81.000000000000000,87.530333999999996,201.000000000000000,178.000000000000000,152.000000000000000,7.4232001,12.6873999,0.1009000,0.1093000,2.5130000,8.4703999,12.1107998,0.4159000,0.1138000,2.2697001,163.5879974,163.9689941,12.0987997,8.6301899,0.8687000,0.0404000,1.4151000,163.2429962,12.2570000,5.5809798,2.7012000,0.2477000,5.9624000,166.0070038
88,4259465.273000000000000,523276.331999999990000,SS,GID2,92.000000000000000,86.000000000000000,97.971123000000006,71.000000000000000,80.000000000000000,76.000000000000000,7.6166000,11.8855000,0.0174000,1.0725000,9.6568003,8.3814001,14.3873997,0.0505000,0.2042000,9.5931997,179.2920074,179.3090057,9.8760004,14.7643003,0.1030000,0.1193000,10.3248997,180.1759949,11.5431004,11.0490999,0.6613000,0.0634000,16.9122009,176.7669983
89,4258569.922000000300000,527559.055999999980000,SS,GID3/GoF,100.000000000000000,74.000000000000000,91.566329999999994,71.000000000000000,80.000000000000000,76.000000000000000,7.5956001,22.1100998,0.0505000,0.1065000,3.8016000,8.3512001,20.9484997,0.0074000,0.0025000,3.8357999,161.5859985,161.8329926,9.7542000,19.8120003,0.0091000,0.0103000,5.3708000,162.8200073,11.5237999,14.2270002,0.3640000,0.0439000,7.2558999,162.8200073
90,4260231.723000000200000,527648.049000000000000,SS,GoF,123.000000000000000,86.000000000000000,92.202788999999996,71.000000000000000,80.000000000000000,76.000000000000000,7.2514000,19.0247002,0.0579000,0.1386000,8.2571001,7.8520002,20.4207001,0.0045000,0.0072000,7.7428002,168.6710052,169.2969971,9.0843000,22.5251999,0.0024000,0.0052000,9.2784004,169.2689972,14.8432999,6.6686401,0.4878000,0.0877000,3.9642000,162.8999939
91,4256252.426000000000000,529965.528000000050000,SS,GacAW,137.000000000000000,201.000000000000000,74.880493000000001,119.000000000000000,112.000000000000000,126.000000000000000,7.9190998,22.1520004,0.0448000,0.1060000,1.4054000,8.4264002,25.9239006,0.0006000,0.0002000,1.7974000,178.8930054,178.3919983,9.6828003,21.3118000,0.0086000,0.0028000,4.4868999,182.1139984,11.1759005,15.0150995,0.6838000,0.0089000,10.5670004,187.2160034
92,4258166.566999999800000,525547.425999999980000,SS,GoF,102.000000000000000,86.000000000000000,95.940421999999998,71.000000000000000,80.000000000000000,76.000000000000000,10.0354004,9.7103004,0.1571000,0.0771000,0.0000000,9.5656996,8.0285702,0.8243000,0.0667000,0.0000000,152.6670074,152.9179993,10.1294003,21.0571995,0.0150000,0.0006000,0.0000000,154.4120026,13.3569002,11.6007004,0.2926000,0.1180000,10.7898998,163.3200073
93,4260260.298000000400000,524966.226999999960000,SS,GID2,110.000000000000000,86.000000000000000,92.707024000000004,71.000000000000000,80.000000000000000,76.000000000000000,7.4454002,13.0127001,0.1001000,0.1097000,3.0191000,8.3094997,12.5869999,0.2336000,0.1610000,2.9741001,184.6410065,184.7200012,10.0458002,10.7117004,0.3723000,0.2718000,4.8807001,185.3439941,12.6826000,7.3325300,1.6950001,0.0116000,18.7022991,187.8470001
94,4256894.000000000000000,526187.000000000000000,SS,GID3,86.000000000000000,74.000000000000000,92.857635999999999,71.000000000000000,80.000000000000000,76.000000000000000,7.4829001,14.5310001,0.0835000,0.1254000,9.3344002,8.2194004,14.4870005,0.1494000,0.0775000,11.9940004,205.8829956,205.4140015,9.6059999,13.6218004,0.1074000,0.2926000,22.4449997,205.8829956,12.3142004,7.9128599,0.3598000,0.4654000,25.6753998,200.4060059
